City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
131,san patricio,28.017,-97.5169,73.9,80.0,99.0,13.09,US,1675010613.0
132,mar del plata,-38.0023,-57.5575,82.83,72.0,0.0,13.8,AR,1675010613.0
133,maputo,-25.9653,32.5892,80.28,61.0,75.0,16.11,MZ,1675010610.0
134,barrow,71.2906,-156.7887,-2.18,78.0,100.0,8.05,US,1675010613.0
135,rio muerto,27.4167,-110.2333,63.12,37.0,2.0,9.82,MX,1675010613.0
136,lasa,46.6166,10.7002,38.28,82.0,67.0,4.79,IT,1675010614.0
137,coahuayana,18.7333,-103.6833,87.84,26.0,1.0,4.47,MX,1675010614.0
138,kavaratti,10.5669,72.642,80.65,68.0,38.0,11.81,IN,1675010614.0
139,karlskoga,59.3267,14.5239,40.32,91.0,100.0,19.44,SE,1675010581.0
141,severo-kurilsk,50.6789,156.125,26.19,76.0,100.0,30.85,RU,1675010614.0
142,hambantota,6.1241,81.1185,74.16,82.0,13.0,7.81,LK,1675010567.0
143,hermanus,-34.4187,19.2345,71.8,59.0,100.0,24.34,ZA,1675010614.0
146,victoria,22.2855,114.1577,58.24,40.0,77.0,3.0,HK,1675010415.0
147,abu dhabi,24.4667,54.3667,66.31,67.0,0.0,10.36,AE,1675010615.0
149,nizhniy kuranakh,58.8353,125.4869,-23.13,99.0,100.0,2.77,RU,1675010616.0
150,saint-philippe,-21.3585,55.7679,83.79,88.0,100.0,3.76,RE,1675010621.0
151,padang,-0.9492,100.3543,77.05,87.0,100.0,5.59,ID,1675010385.0
152,yellowknife,62.456,-114.3525,-24.45,75.0,20.0,4.61,CA,1675010621.0
153,lata,40.1629,-8.3327,53.82,55.0,1.0,6.82,PT,1675010621.0
154,carahue,-38.7,-73.1667,76.51,49.0,3.0,10.25,CL,1675010621.0
156,sao jose da coroa grande,-8.8978,-35.1478,84.02,61.0,34.0,10.67,BR,1675010622.0
157,srednekolymsk,67.45,153.6833,-23.37,96.0,100.0,4.83,RU,1675010622.0
158,west wendover,40.7391,-114.0733,29.41,74.0,75.0,6.91,US,1675010622.0
159,lebu,-37.6167,-73.65,65.44,79.0,68.0,16.17,CL,1675010622.0
160,samarai,-10.6167,150.6667,82.98,79.0,97.0,10.22,PG,1675010622.0
162,moranbah,-22.0016,148.0466,72.19,86.0,99.0,7.56,AU,1675010623.0
163,asind,25.7333,74.3333,59.31,85.0,62.0,8.43,IN,1675010623.0
164,soledade,-28.8183,-52.5103,86.2,36.0,63.0,6.2,BR,1675010623.0
167,shangrao,28.4532,117.9686,36.63,58.0,0.0,0.92,CN,1675010624.0
168,khatanga,71.9667,102.5,-40.29,100.0,75.0,4.07,RU,1675010624.0
169,biskupiec,53.8647,20.9569,31.82,91.0,100.0,12.21,PL,1675010624.0
170,kruisfontein,-34.0033,24.7314,65.88,58.0,97.0,13.85,ZA,1675010624.0
171,halifax,44.6453,-63.5724,38.44,62.0,100.0,5.75,CA,1675010624.0
172,sao paulo de olivenca,-3.3783,-68.8725,80.98,88.0,50.0,0.96,BR,1675010624.0
173,port-gentil,-0.7193,8.7815,85.96,66.0,20.0,5.75,GA,1675010624.0
174,winnemucca,40.973,-117.7357,24.66,69.0,100.0,14.38,US,1675010625.0
175,bac lieu,9.285,105.7244,75.88,74.0,100.0,6.76,VN,1675010625.0
176,bahia honda,22.9036,-83.1592,82.13,60.0,56.0,13.44,CU,1675010625.0
177,hualmay,-11.0964,-77.6139,76.53,70.0,84.0,8.37,PE,1675010625.0
178,waipawa,-41.4122,175.5153,61.77,95.0,94.0,4.52,NZ,1675010625.0
179,rio grande,-32.035,-52.0986,86.11,68.0,2.0,17.81,BR,1675010625.0
180,iranshahr,27.2025,60.6848,52.14,58.0,0.0,0.0,IR,1675010625.0
181,saurimo,-9.6608,20.3916,71.71,80.0,73.0,3.51,AO,1675010626.0
182,abonnema,4.7084,6.7931,91.69,64.0,77.0,11.36,NG,1675010626.0
183,suna,57.8338,50.0588,14.18,94.0,96.0,12.48,RU,1675010626.0
184,vila franca do campo,37.7167,-25.4333,59.41,70.0,59.0,9.35,PT,1675010626.0
185,coihaique,-45.5752,-72.0662,75.15,50.0,40.0,8.05,CL,1675010626.0
186,virginia beach,36.8529,-75.978,59.04,49.0,20.0,11.5,US,1675010626.0
187,lodeynoye pole,60.726,33.5531,29.28,94.0,100.0,10.29,RU,1675010626.0
188,port lincoln,-34.7333,135.8667,60.64,80.0,5.0,10.65,AU,1675010626.0
189,esik,43.3552,77.4525,11.62,76.0,100.0,4.68,KZ,1675010627.0
191,garowe,8.4054,48.4845,77.4,45.0,2.0,21.47,SO,1675010627.0
192,tocache,-8.1842,-76.5125,90.41,45.0,60.0,0.31,PE,1675010627.0
193,douglas,41.3,-96.167,5.86,69.0,0.0,11.5,US,1675010628.0
194,krasnoselkup,65.7,82.4667,-14.73,100.0,93.0,3.67,RU,1675010628.0
195,maragogi,-9.0122,-35.2225,84.33,60.0,34.0,11.1,BR,1675010628.0
196,vibo valentia,38.6996,16.1274,46.99,68.0,16.0,1.28,IT,1675010629.0
197,hamilton,39.1834,-84.5333,45.59,92.0,100.0,14.97,US,1675010629.0
198,ixtapa,20.7,-105.2,72.63,78.0,75.0,0.0,MX,1675010629.0
199,vardo,70.3705,31.1107,33.49,75.0,88.0,21.43,NO,1675010629.0
200,charters towers,-20.1,146.2667,72.91,87.0,80.0,7.05,AU,1675010634.0
201,stege,54.987,12.2846,41.05,88.0,100.0,25.52,DK,1675010634.0
202,tubmanburg,6.8708,-10.8172,85.23,58.0,96.0,6.53,LR,1675010634.0
203,port moresby,-9.4431,147.1797,76.42,94.0,40.0,4.61,PG,1675010634.0
204,port macquarie,-31.4333,152.9167,73.89,89.0,100.0,7.25,AU,1675010635.0
205,nortelandia,-14.4547,-56.8028,82.08,68.0,99.0,3.53,BR,1675010635.0
206,thompson,55.7435,-97.8558,-25.44,68.0,40.0,6.91,CA,1675010635.0
207,anshun,26.25,105.9333,41.0,54.0,0.0,1.63,CN,1675010635.0
208,orchard homes,46.8633,-114.0484,-2.72,73.0,0.0,5.99,US,1675010635.0
209,leirvik,59.7798,5.5005,47.62,100.0,75.0,24.16,NO,1675010635.0
210,uige,-7.6087,15.0613,69.75,93.0,94.0,2.48,AO,1675010635.0
211,sur,22.5667,59.5289,67.21,55.0,0.0,14.72,OM,1675010635.0
212,ponta do sol,32.6667,-17.1,62.01,60.0,68.0,6.2,PT,1675010635.0
213,borcea,44.3333,27.75,35.89,87.0,80.0,7.83,RO,1675010636.0
214,kolda,12.8833,-14.95,95.47,7.0,98.0,6.58,SN,1675010636.0
215,hilo,19.7297,-155.09,69.28,87.0,0.0,3.0,US,1675010636.0
216,nouadhibou,20.931,-17.0347,73.38,33.0,0.0,13.8,MR,1675010636.0
217,shimoda,34.6667,138.95,38.1,61.0,2.0,24.36,JP,1675010636.0
218,boa vista,2.8197,-60.6733,87.78,45.0,20.0,11.5,BR,1675010637.0
219,iqaluit,63.7506,-68.5145,-34.31,73.0,40.0,0.0,CA,1675010422.0
220,bathsheba,13.2167,-59.5167,83.01,54.0,20.0,13.8,BB,1675010637.0
221,abalak,58.1286,68.5944,13.6,93.0,71.0,8.39,RU,1675010637.0
222,richards bay,-28.783,32.0377,70.68,73.0,100.0,11.68,ZA,1675010637.0
224,boyolangu,-8.1181,111.8935,75.31,92.0,100.0,2.13,ID,1675010637.0
226,kungurtug,50.5994,97.5228,-8.43,94.0,82.0,2.75,RU,1675010638.0
227,mount darwin,-16.7725,31.5838,71.29,87.0,49.0,4.99,ZW,1675010638.0
228,sitka,57.0531,-135.33,31.89,86.0,75.0,0.0,US,1675010638.0
229,mahebourg,-20.4081,57.7,82.26,89.0,75.0,3.44,MU,1675010638.0
230,san quintin,30.4833,-115.95,55.36,71.0,92.0,4.25,MX,1675010638.0
231,hovd,48.0056,91.6419,3.15,68.0,9.0,2.39,MN,1675010638.0
232,acajutla,13.5928,-89.8275,86.31,42.0,23.0,4.88,SV,1675010638.0
233,chokurdakh,70.6333,147.9167,-36.08,100.0,76.0,3.69,RU,1675010639.0
234,karwar,14.8,74.1333,73.58,87.0,23.0,10.18,IN,1675010639.0
235,beidao,34.5686,105.8933,33.66,39.0,0.0,3.38,CN,1675010624.0
236,ende,-8.8432,121.6623,78.53,89.0,100.0,2.48,ID,1675010639.0
237,kloulklubed,7.0419,134.2556,77.5,74.0,97.0,15.61,PW,1675010639.0
238,pangnirtung,66.1451,-65.7125,-28.82,73.0,49.0,5.01,CA,1675010639.0
239,carrickfergus,54.7158,-5.8058,51.76,84.0,100.0,14.97,GB,1675010639.0
240,manakara,-22.1333,48.0167,78.82,82.0,99.0,3.76,MG,1675010639.0
242,erenhot,43.6475,111.9767,11.37,69.0,2.0,7.87,CN,1675010640.0
243,jinji,23.2281,110.8261,48.96,33.0,10.0,2.55,CN,1675010640.0
244,belogorsk,50.9158,128.4611,-29.29,100.0,87.0,0.4,RU,1675010640.0
245,kefamenanu,-9.4467,124.4781,72.3,93.0,99.0,1.52,ID,1675010640.0
247,kulu,39.0951,33.0799,37.13,68.0,63.0,7.94,TR,1675010641.0
248,hirara,24.8,125.2833,60.73,56.0,66.0,15.59,JP,1675010641.0
249,kinsale,51.7075,-8.5306,51.17,76.0,75.0,10.36,IE,1675010641.0
250,suez,29.9737,32.5263,65.1,49.0,83.0,14.63,EG,1675010646.0
251,thinadhoo,0.5333,72.9333,81.79,73.0,97.0,8.16,MV,1675010647.0
252,barra do garcas,-15.89,-52.2567,88.38,62.0,40.0,5.75,BR,1675010647.0
253,namibe,-15.1961,12.1522,76.1,81.0,99.0,9.4,AO,1675010647.0
254,sassandra,4.95,-6.0833,83.26,69.0,92.0,9.84,CI,1675010647.0
255,kentau,43.5206,68.5094,26.44,56.0,40.0,7.05,KZ,1675010647.0
256,ponnani,10.767,75.9252,78.12,76.0,59.0,2.06,IN,1675010494.0
257,quang ngai,15.1167,108.8,62.31,85.0,98.0,7.54,VN,1675010485.0
258,phan thiet,10.9333,108.1,71.04,74.0,76.0,7.54,VN,1675010491.0
259,coquimbo,-29.9533,-71.3436,64.13,77.0,100.0,8.05,CL,1675010647.0
260,oktyabrskiy,54.4815,53.471,1.9,99.0,91.0,6.11,RU,1675010648.0
261,umm lajj,25.0213,37.2685,76.15,62.0,26.0,4.14,SA,1675010648.0
262,anadyr,64.75,177.4833,28.9,86.0,100.0,29.08,RU,1675010648.0
263,kumluca,36.3703,30.2869,54.57,67.0,7.0,5.79,TR,1675010648.0
264,bay roberts,47.5999,-53.2648,38.52,68.0,53.0,18.99,CA,1675010648.0
265,show low,34.2542,-110.0298,41.0,36.0,0.0,32.21,US,1675010648.0
266,progreso,21.2833,-89.6667,84.11,59.0,7.0,8.99,MX,1675010649.0
267,timra,62.487,17.3257,29.88,86.0,75.0,5.75,SE,1675010649.0
268,kaputa,-8.4689,29.6619,71.11,82.0,40.0,2.55,ZM,1675010649.0
269,patan,27.6667,85.3333,55.99,66.0,40.0,5.75,NP,1675010649.0
270,san carlos de bariloche,-41.1456,-71.3082,92.44,22.0,0.0,6.91,AR,1675010649.0
271,bengkulu,-3.8004,102.2655,75.33,92.0,100.0,5.73,ID,1675010649.0
272,grindavik,63.8424,-22.4338,36.07,87.0,75.0,6.91,IS,1675010649.0
273,khulna,22.8135,89.5672,65.44,31.0,2.0,4.5,BD,1675010487.0
274,pisco,-13.7,-76.2167,75.25,73.0,0.0,9.22,PE,1675010649.0
275,codrington,-38.2667,141.9667,54.75,83.0,0.0,5.46,AU,1675010650.0
276,aquiraz,-3.9014,-38.3911,94.44,57.0,2.0,13.27,BR,1675010650.0
277,codo,-4.4553,-43.8856,88.29,55.0,38.0,4.63,BR,1675010650.0
278,monrovia,6.3005,-10.7969,87.57,70.0,62.0,11.92,LR,1675010415.0
279,zhigalovo,54.8097,105.1578,10.51,98.0,100.0,2.59,RU,1675010650.0
280,salalah,17.0151,54.0924,73.49,20.0,0.0,11.5,OM,1675010650.0
281,talcahuano,-36.7167,-73.1167,69.48,64.0,0.0,10.36,CL,1675010650.0
282,payo,-3.7508,103.6372,72.55,98.0,98.0,3.18,ID,1675010650.0
283,tuktoyaktuk,69.4541,-133.0374,-7.6,84.0,75.0,4.61,CA,1675010651.0
284,nantucket,41.2835,-70.0995,51.94,76.0,0.0,14.97,US,1675010651.0
285,sao joao da barra,-21.6403,-41.0511,87.89,82.0,99.0,15.23,BR,1675010651.0
287,belen,36.4891,36.2233,41.14,100.0,75.0,5.75,TR,1675010651.0
289,road town,18.4167,-64.6167,84.29,65.0,40.0,13.8,VG,1675010652.0
291,acapulco,16.8634,-99.8901,83.8,47.0,0.0,4.16,MX,1675010652.0
292,carbondale,37.7273,-89.2168,35.89,94.0,100.0,14.97,US,1675010652.0
293,seoul,37.5683,126.9778,31.39,61.0,0.0,4.61,KR,1675010425.0
294,ulladulla,-35.35,150.4667,69.49,95.0,100.0,5.44,AU,1675010652.0
295,ancud,-41.8697,-73.8203,65.8,77.0,33.0,9.28,CL,1675010653.0
296,talnakh,69.4865,88.3972,-3.8,100.0,98.0,0.94,RU,1675010653.0
297,sorland,67.667,12.6934,35.46,83.0,100.0,23.44,NO,1675010653.0
298,saskylakh,71.9167,114.0833,-30.28,98.0,100.0,2.84,RU,1675010653.0
299,torbay,47.6666,-52.7314,37.76,81.0,75.0,25.32,CA,1675010653.0
301,calatayud,41.3535,-1.6432,37.04,64.0,55.0,5.03,ES,1675010659.0
302,cayenne,4.9333,-52.3333,82.44,65.0,100.0,12.66,GF,1675010659.0
304,belmonte,-15.8631,-38.8828,83.3,59.0,37.0,7.92,BR,1675010660.0
305,buala,-8.145,159.5921,76.5,93.0,100.0,5.66,SB,1675010660.0
306,saint-augustin,51.226,-58.6502,6.62,71.0,22.0,20.02,CA,1675010660.0
307,rwamagana,-1.9487,30.4347,63.84,70.0,64.0,1.07,RW,1675010660.0
309,saint simons,31.1352,-81.3901,62.64,78.0,100.0,5.75,US,1675010661.0
310,kamenka,51.3223,42.7678,23.52,96.0,100.0,8.7,RU,1675010661.0
311,ushtobe,45.2514,77.9838,8.71,89.0,55.0,6.8,KZ,1675010661.0
312,general roca,-39.0333,-67.5833,99.63,11.0,0.0,25.14,AR,1675010661.0
313,glens falls,43.3095,-73.644,36.95,88.0,100.0,0.0,US,1675010661.0
315,airai,-8.9266,125.4092,61.16,93.0,95.0,0.85,TL,1675010662.0
316,chadan,51.2833,91.5833,-9.22,96.0,100.0,1.23,RU,1675010662.0
317,hit,33.6416,42.8251,58.48,51.0,72.0,9.55,IQ,1675010662.0
318,san andres,12.5847,-81.7006,82.42,69.0,100.0,18.41,CO,1675010662.0
319,pulaski,34.7668,-92.3001,57.33,96.0,100.0,4.61,US,1675010662.0
320,saint-georges,12.0564,-61.7485,83.88,58.0,20.0,17.27,GD,1675010662.0
321,mazyr,52.0495,29.2456,26.85,78.0,99.0,6.91,BY,1675010662.0
322,jaca,42.569,-0.5499,34.12,73.0,13.0,3.11,ES,1675010662.0
323,atuona,-9.8,-139.0333,78.76,76.0,35.0,20.62,PF,1675010663.0
324,faya,18.3851,42.4509,59.11,73.0,46.0,1.39,SA,1675010663.0
325,pevek,69.7008,170.3133,-4.65,99.0,59.0,1.88,RU,1675010663.0
326,carepa,7.7585,-76.6525,85.78,66.0,20.0,13.8,CO,1675010663.0
327,nome,64.5011,-165.4064,33.87,80.0,100.0,13.8,US,1675010663.0
328,dawei,14.0833,98.2,72.57,39.0,24.0,10.6,MM,1675010663.0
329,tucumcari,35.1717,-103.725,19.24,100.0,100.0,12.66,US,1675010663.0
330,yulara,-25.2406,130.9889,71.11,72.0,18.0,11.77,AU,1675010371.0
331,huarmey,-10.0681,-78.1522,75.29,74.0,100.0,8.01,PE,1675010663.0
332,tura,25.5198,90.2201,63.41,57.0,0.0,3.67,IN,1675010664.0
333,tucuman,-26.8241,-65.2226,84.2,65.0,75.0,5.75,AR,1675010664.0
334,daru,-9.0763,143.2092,80.87,79.0,100.0,5.19,PG,1675010664.0
336,kahului,20.8947,-156.47,68.02,90.0,75.0,6.91,US,1675010665.0
337,presidencia roque saenz pena,-26.7852,-60.4388,106.11,22.0,9.0,2.59,AR,1675010665.0
338,lorengau,-2.0226,147.2712,80.78,79.0,94.0,3.24,PG,1675010665.0
339,ballina,-28.8667,153.5667,75.02,94.0,100.0,6.87,AU,1675010665.0
340,katsuura,35.1333,140.3,43.65,66.0,21.0,14.63,JP,1675010665.0
341,provideniya,64.3833,-173.3,22.41,92.0,84.0,16.26,RU,1675010665.0
342,karasjok,69.4719,25.5112,14.9,87.0,80.0,9.66,NO,1675010665.0
343,yenagoa,4.9247,6.2642,76.93,91.0,91.0,7.18,NG,1675010666.0
344,palmares do sul,-30.2578,-50.5097,85.12,58.0,15.0,12.88,BR,1675010666.0
345,oskemen,49.9565,82.6119,-5.08,76.0,20.0,2.24,KZ,1675010666.0
346,teya,60.3778,92.6267,12.36,90.0,99.0,8.52,RU,1675010666.0
347,flinders,-34.5833,150.8552,75.18,91.0,100.0,5.99,AU,1675010489.0
348,krasnogorskiy,54.6025,61.231,-5.21,100.0,61.0,4.56,RU,1675010666.0
350,cabedelo,-6.9811,-34.8339,88.47,65.0,17.0,13.44,BR,1675010672.0
351,port hardy,50.6996,-127.4199,24.98,93.0,20.0,4.61,CA,1675010672.0
352,fukue,32.6881,128.8419,49.87,54.0,90.0,23.44,JP,1675010672.0
353,dunedin,-45.8742,170.5036,62.8,68.0,8.0,1.01,NZ,1675010672.0
354,carnarvon,-24.8667,113.6333,73.29,81.0,0.0,7.23,AU,1675010672.0
355,penzance,50.1186,-5.5371,47.08,80.0,83.0,14.29,GB,1675010673.0
356,paddaya,18.3184,121.7551,68.94,83.0,100.0,10.36,PH,1675010656.0
357,marzuq,14.4,46.4667,64.27,51.0,10.0,4.32,YE,1675010673.0
358,iroquois falls,48.7669,-80.6831,1.36,84.0,93.0,4.14,CA,1675010673.0
359,fairbanks,64.8378,-147.7164,28.22,90.0,100.0,8.05,US,1675010673.0
360,lashio,22.9333,97.75,57.29,60.0,0.0,2.15,MM,1675010673.0
361,bambous virieux,-20.3428,57.7575,82.22,89.0,75.0,3.44,MU,1675010674.0
362,dwarka,22.2394,68.9678,68.09,67.0,0.0,13.09,IN,1675010656.0
363,los alamos,35.8881,-106.307,39.65,44.0,0.0,6.91,US,1675010674.0
364,praya,14.9215,-23.5087,75.74,57.0,75.0,26.46,CV,1675010674.0
365,prainha,-1.8,-53.48,85.03,59.0,47.0,3.91,BR,1675010674.0
366,mhlambanyatsi,-26.45,31.0167,57.22,98.0,100.0,4.14,SZ,1675010674.0
367,hammerfest,70.6634,23.6821,32.45,100.0,100.0,21.85,NO,1675010674.0
368,mega,4.05,38.3,70.11,29.0,9.0,10.13,ET,1675010674.0
369,port-cartier,50.0334,-66.8654,1.74,71.0,33.0,5.35,CA,1675010675.0
370,spirit river,55.7833,-118.8361,-8.97,73.0,89.0,4.27,CA,1675010675.0
371,nueva loja,0.0847,-76.8828,86.02,58.0,0.0,3.44,EC,1675010675.0
372,ilam,26.9167,87.9167,56.26,67.0,2.0,5.39,NP,1675010675.0
373,salvador,13.8333,-88.9167,84.6,34.0,12.0,3.98,SV,1675010675.0
374,laguna,38.421,-121.4238,46.76,88.0,40.0,8.05,US,1675010675.0
375,janow lubelski,50.707,22.4104,30.22,77.0,100.0,9.4,PL,1675010676.0
376,asau,46.4333,26.4,27.52,95.0,92.0,0.6,RO,1675010676.0
377,porto novo,6.4965,2.6036,87.62,59.0,97.0,9.69,BJ,1675010676.0
378,hasaki,35.7333,140.8333,33.22,74.0,27.0,6.44,JP,1675010676.0
379,san joaquin,37.9333,-121.3011,48.54,87.0,100.0,6.91,US,1675010676.0
380,thyolo,-16.0678,35.1405,70.9,82.0,80.0,4.65,MW,1675010676.0
381,axim,4.8699,-2.2405,82.38,74.0,71.0,10.18,GH,1675010676.0
383,aksu,41.1231,80.2644,11.68,89.0,5.0,5.88,CN,1675010677.0
384,bloomingdale,27.8936,-82.2404,81.25,64.0,0.0,8.05,US,1675010677.0
385,katihar,25.5333,87.5833,64.49,54.0,0.0,6.15,IN,1675010677.0
386,piranshahr,36.701,45.1413,31.69,94.0,51.0,7.05,IR,1675010677.0
387,ambon,-3.6954,128.1814,79.23,14.0,40.0,6.91,ID,1675010677.0
388,nacala,-14.5428,40.6728,79.43,88.0,73.0,8.39,MZ,1675010677.0
389,kushima,31.4583,131.2333,41.38,87.0,43.0,4.12,JP,1675010678.0
390,margate,51.3813,1.3862,45.9,86.0,92.0,5.01,GB,1675010678.0
391,oksfjord,70.2396,22.3479,32.18,87.0,94.0,8.08,NO,1675010678.0
392,sistranda,63.7256,8.834,39.16,92.0,100.0,14.7,NO,1675010526.0
393,slonim,53.0867,25.3219,30.33,92.0,100.0,10.74,BY,1675010678.0
395,meghri,38.9029,46.2446,39.67,85.0,74.0,1.66,AM,1675010678.0
396,krasnyy chikoy,50.3643,108.7512,1.96,99.0,100.0,1.36,RU,1675010678.0
397,shitanjing,39.2342,106.3439,23.0,24.0,0.0,2.84,CN,1675010679.0
398,zhaoyuan,37.3592,120.3964,24.85,70.0,2.0,3.31,CN,1675010679.0
399,muroto,33.2833,134.15,43.66,60.0,34.0,10.8,JP,1675010679.0
400,longyearbyen,78.2186,15.6401,28.24,74.0,40.0,24.16,SJ,1675010684.0
401,kez,57.8979,53.7152,13.39,94.0,99.0,8.86,RU,1675010684.0
402,barranca,-10.75,-77.7667,76.23,67.0,94.0,7.67,PE,1675010685.0
403,lethem,3.3803,-59.7968,91.78,36.0,48.0,10.38,GY,1675010685.0
404,quatre cocos,-20.2078,57.7625,82.09,80.0,100.0,2.93,MU,1675010685.0
405,kjopsvik,68.097,16.3742,28.27,87.0,99.0,8.21,NO,1675010685.0
406,priargunsk,50.3691,119.1012,-29.94,100.0,88.0,1.3,RU,1675010685.0
407,morondava,-20.2833,44.2833,82.06,76.0,70.0,6.24,MG,1675010685.0
408,mossoro,-5.1875,-37.3442,96.75,32.0,40.0,8.05,BR,1675010685.0
409,havelock,34.8791,-76.9013,65.95,62.0,46.0,4.0,US,1675010686.0
410,sesheke,-17.4759,24.2968,71.76,81.0,90.0,9.4,ZM,1675010686.0
411,segezha,63.7415,34.3222,27.16,89.0,93.0,13.18,RU,1675010686.0
